OBJECTID,Categoria,Codigo Tramo,Poste de Referencia Inicial,Distancia Inicial,Poste de Referencia Final,Distancia Final,Nombre Ruta,Sector,Administrador,Grupo Administrador Vial,Superficie,Calzada,Ruta,Fuente,GlobalID,nombretramo,created_user,created_date,last_edited_user,last_edited_date,Territorial,revisionestado,Shape__Length
159,1,7009,57,600,66,0,Acceso a Cucuta y Venezuela,El Zulia - Cúcuta,1,5,3,1,70,IGAC (Contrato 2932/2008),4d2d1971-21a4-48d0-85c1-9d16d6c0cb07,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,8486.37775363923
160,1,7806,28,0,45,0,Transversal Depresion Momposina,Tamalameque - El Burro,1,1,3,1,78,IGAC (Contrato 2932/2008),77a64d65-8935-4e00-988a-a9e1972048fd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,16982.8771551154
161,1,6209,0,0,64,0,Transversal del Carare,Barbosa - Tunja,1,2,3,1,62,IGAC (Contrato 2130/2014),c5425848-af76-4d1b-a0f9-54e6a88e8309,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,62828.4739687895
162,1,2513,62,0,66,894,Troncal de Occidente,Paso Nacional por Planeta Rica,1,2,3,1,25,IGAC (Contrato 2932/2008),f2021d29-2039-4547-bc53-e8a2bc935e56,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,4862.4170939607
163,1,9004,65,937,93,683,Transversal del Caribe,Coveñas  - San Onofre (Incluye pasos Nacionales por Toluviejo y El Pueblito),1,1,3,1,90,IGAC (Contrato 2932/2008),e01c5517-e874-40e1-b75d-bc0c1154f570,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,27633.6101093359
164,1,7009A,70,0,75,0,Conexiones Troncal Central - Troncal Central del Norte,Cornejo - Zulia,1,1,3,1,70,IGAC (Contrato 2932/2008),d7ba7eef-2d20-412e-b2f2-89bafd80d339,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,4871.30931175031
165,1,62STA,0,0,2,0,Troncal Central,Variante de Barbosa,1,3,3,2,62,IGAC (Contrato 2932/2008),aec5c35b-76ad-448f-809e-66f9f490016b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,1525.28408724501
166,1,9004,93,683,104,820,Transversal del Caribe,Coveñas  - San Onofre,2,,3,1,90,IGAC (Contrato 2932/2008),d1a9ee79-39f8-4b6e-b768-0363747491d0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,11129.7043602564
167,3,50CN01,0,0,14,0,Circuito de las Provincias de Rionegro y Bajo Magdalena,Dindal - Caparrapí,1,2,3,1,50,IGAC (Contrato 2932/2008),80eee5c4-fbd8-4fe9-a586-aaac278ef858,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,13876.9281419284
168,2,49GJB,0,0,3,0,Troncal del Carbon,Paso Nacional por San Juan del Cesar,1,1,3,2,49,IGAC (Contrato 2130/2014),4bb4ea06-3760-40f3-8a13-5bb15ea2af95,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,3958.58119278654
169,1,5505,0,0,68,500,Troncal Central del Norte,Presidente - Pamplona,1,3,3,2,55,IGAC (Contrato 2932/2008),cfa70b70-9f74-48e1-adbf-426429c742f9,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,67996.2696247065
170,Por Definir,9004,43,580,49,0,Transversal del Caribe,Paso Nacional por Tolú,1,,3,3,90,IGAC (Contrato 2932/2008),86c04563-468a-4ba2-a8ac-bd3229e4ed38,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,5426.59717469474
171,1,5503,0,0,134,193,Troncal Central del Norte,Duitama - La Palmera,1,5,3,2,55,IGAC (Contrato 2130/2014),a0f5e7b6-3911-45cf-a5b7-4269f8ce6ee4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,141014.312259582
172,1,6211,16,0,118,616,Accesos a Yopal,El Crucero - Aguazul,1,1,3,1,62,IGAC (Contrato 2130/2014),2ac649ac-ab02-4999-9c1b-5f8fd4679d17,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,100985.690138133
173,1,8004A,38,554,51,465,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,1,1,3,1,80,IGAC (Contrato 2130/2014),8e2beecf-f026-41e6-b6e7-bb4f6ca25f02,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,13185.4834173325
174,2,88GJ02,0,0,3,0,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Acceso a Albania,1,1,3,2,88,IGAC (Contrato 2932/2008),9da16a43-0dc6-443d-b3d1-efa1f6d6cc42,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,3640.24333322801
175,1,6206,0,500,40,900,Transversal Tribuga - Arauca,Cisneros - Alto de Dolores,2,,3,1,62,IGAC (Contrato 2130/2014),8af24e7c-9f11-4578-a87d-fb31d7a5df74,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,40082.0814702356
176,1,6206,40,900,95,198,Transversal Tribuga - Arauca,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),2,,3,1,62,IGAC (Contrato 2932/2008),24f95134-94f0-4389-90f7-bd070fd8c506,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,54068.1816112487
177,1,5005,23,880,33,880,Transversal Las Animas - Bogotá,Estación Uribe - Puente La Libertad,1,1,3,2,50,IGAC (Contrato 2130/2014),d7df7852-8afa-463e-b0fb-fd1f76362773,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,17387.7400630882
178,1,6211,0,0,16,0,Accesos a Yopal,Sogamoso - El Crucero,1,5,3,2,62,IGAC (Contrato 2932/2008),16df2933-c092-428f-8e59-8115f7297c78,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,15966.3843555447
179,1,6208,69,324,70,674,Transversal del Carare,Landázuri - Barbosa,1,3,3,2,62,IGAC (Contrato 2932/2008),62d87233-64df-4eba-a3a6-de46ae45e6ef,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,1686.52795946979
180,2,62BY05,13,0,14,1300,Accesos a Yopal,Paso Nacional por Sogamoso,1,5,3,2,62,IGAC (Contrato 2130/2014),5bb2d3fb-40c3-4490-8fa9-2b612871895c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,3944.92308544934
181,1,25VLF,0,0,4,241,Alternas a la Troncal de Occidente,Variante de Andalucía,3,,3,1,25,Google Maps,0a55e91f-fc5f-4b3a-af84-8379676bef1a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,4423.79810994424
182,1,66ST02,0,0,3,40,Transversal Tribuga - Arauca,Te de Aeropuerto - Aeropuerto,2,,3,1,66,Google Maps,8b4b8ff5-2007-4ada-a2de-6b4105c0ce5b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,3812.7806236657
183,1,6208,0,0,69,324,Transversal del Carare,Landázuri - Barbosa,1,3,3,1,62,IGAC (Contrato 2932/2008),b3a70c6a-71d7-49d7-8a08-65673bd6aa42,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,68845.8614477037
184,1,6402,55,100,82,430,Transversal Guane - San Gil - Mogotes - La Rosita,Cruce a Guane - San Gil,1,2,3,1,64,IGAC (Contrato 2932/2008),2b68160e-faba-47ba-8fec-b8a2c349088c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,26995.8879120289
185,1,7007,43,0,54,787,Acceso a Cucuta y Venezuela,Río de Oro - Ocaña,1,1,3,2,70,IGAC (Contrato 2130/2014),b480d60a-736f-491e-a34d-66bcc60e8848,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,13396.0716669466
186,1,56AN03,0,0,15,800,Circuito Medellin - Valle de Rionegro,Rionegro - La Ceja,2,,3,2,56,IGAC (Contrato 2932/2008),9bae866f-2559-40e2-a205-a899c4c4cae6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,16593.399442029
187,1,25SCA,0,0,11,510,Troncal de Occidente,Variante Oriental de Sincelejo,1,,3,1,25,Google Maps,6a831dd3-a2c4-4310-823e-b3ac8e6b2116,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,13141.3662644173
188,1,4516,0,0,87,965,Troncal del Magdalena,San Roque - Bosconia,2,,3,1,45,IGAC (Contrato 2932/2008),77efa0e2-9ddb-41c1-aad1-c78e61f91cf2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,117609.510871975
189,1,4517,0,0,34,81,Troncal del Magdalena,Bosconia - Río Ariguaní,2,,3,1,45,IGAC (Contrato 2932/2008),517bf83d-8f46-4b1c-a19b-910caf6d2b0d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,33978.7616889854
190,2,45CS09,0,0,64,11,Transversal Depresion Momposina,Cuatro Vientos - Codazzi,1,1,3,1,45,IGAC (Contrato 2932/2008),e3cdbe2d-307e-4bd4-b109-b83cf61b357a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,64684.4452979141
191,1,2501B,0,0,60,0,Alternas a la Troncal de Occidente,Cebadal - Santa Bárbara,1,3,3,2,25,IGAC (Contrato 2130/2014),fc65f295-5149-44f4-a492-01a22c312cf7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,59488.7942112587
192,1,1003,33,0,137,700,Transversal Tumaco - Leticia,La Piscicultura - El Pepino,1,3,3,1,10,IGAC (Contrato 2932/2008),56e62a72-f35e-42ee-9958-36c82c21ee3d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,19,No Revisado,101829.648968877
193,4,45CNA,0,0,1,375,Troncal del Magdalena,Variante al Poblado de Puerto Libre,2,3,3,2,45,IGAC (Contrato 2130/2014),63ce3b8e-43a6-4d97-b532-c54765353800,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,2632.19544422544
194,1,45MG02,0,0,2,60,Troncal del Magdalena,Variante de Ye de Ciénaga,2,,3,1,45,IGAC (Contrato 2932/2008),85f57c6a-bd94-4d43-91e5-c9e4b826aa5a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,2103.5970800071
195,1,45MGB,0,0,7,62,Troncal del Magdalena,Variante de Aracataca,2,,3,1,45,IGAC (Contrato 2932/2008),493bbffc-2c77-4778-bea3-e70cd500bfcc,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,7190.63524295398
196,1,5007,0,0,26,695,Transversal Las Animas - Bogotá,Fresno - Mariquita,1,2,3,1,50,IGAC (Contrato 2932/2008),7217d058-7836-41cc-bf5c-8211992874bf,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,26031.4140247646
197,1,5507,0,0,2,900,Troncal Central del Norte,Nueva Terminal de Cúcuta,1,5,3,1,55,IGAC (Contrato 2130/2014),9c086610-9d22-4860-83a2-55d03fc24e46,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,2790.18744743428
198,1,6513,0,0,90,380,Troncal Villagarzon - Saravena,Yopal - Paz de Ariporo,1,2,3,1,65,IGAC (Contrato 2932/2008),0102e3e0-f918-43be-97bb-8bbfd7b45006,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,90200.9159053707
199,1,70NSA,0,0,5,0,Acceso a Cucuta y Venezuela,Variante Sardinata,1,1,3,1,70,IGAC (Contrato 2130/2014),209b7bb3-dc83-4e18-8f75-7e009c763f7c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,5480.09591492099
200,4,4515,0,0,87,787,Troncal del Magdalena,La Mata - San Roque,2,,3,1,45,IGAC (Contrato 2932/2008),ee1748b0-b2e2-44c4-aa0d-217ff0f0fdd1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,127407.003907647
201,1,56AN01,0,0,3,800,Circuito Medellin - Valle de Rionegro,La Fe - El Retiro,2,,3,1,56,IGAC (Contrato 2932/2008),9af7cb9c-646d-40cf-8b37-9d328afaeef4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,3811.6260245523
202,1,56AN02-1,0,0,8,500,Circuito Medellin - Valle de Rionegro,Rionegro - El Carmen,2,,3,1,56,IGAC (Contrato 2932/2008),18e69c54-41c8-4db3-a9ec-1692d836a4ea,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,8513.15602381019
203,1,6005,3,0,135,600,Transversal Medellin - Bogotá,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),1,,1,1,60,IGAC (Contrato 2932/2008),c30398f6-4ea9-4c21-872b-4f6ad3071e77,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,132217.223138165
204,1,6008,0,0,37,0,Transversal Puerto Boyaca - Monterrey,Chiquinquirá - Sáchica,1,2,3,1,60,IGAC (Contrato 2932/2008),7513a514-8c9c-4cd8-8ae5-c96dc067ac5a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,37464.2554635545
205,4,7803,0,0,38,0,Transversal Depresion Momposina,La Bodega - Mompós,1,2,3,1,78,IGAC (Contrato 2932/2008),5673cb8b-7aac-48a6-9921-f022e1213b73,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,37863.7705689155
206,1,7805,0,0,36,320,Transversal Depresion Momposina,Guamal - El Banco,1,2,3,1,78,IGAC (Contrato 2932/2008),16c5081c-ed5b-408f-943d-96a6b4a961b5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,37743.0435901412
207,1,9005,39,0,59,180,Transversal del Caribe,María la Baja - Cruz del Viso,2,,3,1,90,IGAC (Contrato 2932/2008),7682d3c6-adea-4a45-9472-d2a5792e4c1d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,20288.041176685
208,1,9005,0,0,39,0,Transversal del Caribe,San Onofre - María La Baja,2,,3,1,90,IGAC (Contrato 2932/2008),e134b11a-470e-4a2f-8acd-b1e04b966917,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,38938.3736437524
209,1,9007,0,0,1,1794,Transversal del Caribe,Accesos y Puente Laureano Gómez,1,1,3,1,90,IGAC (Contrato 2932/2008),af19a347-400e-4ca2-9bcd-9a1f564541a8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,2479.20955488727
210,1,9008,0,0,72,368,Transversal del Caribe,Santa Marta - Río Palomino,2,,3,1,90,IGAC (Contrato 2932/2008),e0179817-bd07-4f84-a3ed-ee190678e363,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,72894.8048550031
211,1,9009,0,0,90,0,Transversal del Caribe,Río Palomino - Riohacha,2,,3,1,90,IGAC (Contrato 2932/2008),008db561-dd53-4955-a4c7-fbd9dc3d38de,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,13,No Revisado,89916.4155486626
212,1,6515,0,0,129,180,Troncal Villagarzon - Saravena,La Cabuya - Saravena,1,3,3,2,65,IGAC (Contrato 2130/2014),b22b26f0-c755-4d84-a1ae-820670666348,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,7,No Revisado,132105.237116811
213,1,7010,0,0,8,600,Acceso a Cucuta y Venezuela,Cúcuta - Puente Internacional Simón Bolívar,1,5,1,2,70,IGAC (Contrato 2932/2008),24740924-087c-40a4-a86c-e85b55668617,Cúcuta - Puente Internacional Simón Bolívar,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,1,17437.949584253
214,3,64ST02,0,0,3,385,Transversal Guane - San Gil - Mogotes - La Rosita,Ramal a Guane,1,2,3,1,64,IGAC (Contrato 2932/2008),2e7e1aa6-ec58-4fd1-bf05-1f89fd01aaa0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,3290.32769032747
215,1,6602,0,0,60,0,Transversal Tribuga - Arauca,Cruce Ruta 45 (La Fortuna) - Lebrija,2,,3,1,66,IGAC (Contrato 2932/2008),44a9c5e5-216d-44c9-953d-15633ae1fbd3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,57037.3713719349
216,2,70NS01,0,0,33,0,Acceso a Ocaña,La Ondina - Convención,1,1,3,1,70,IGAC (Contrato 2932/2008),fcc23eb4-fbb5-4bc7-827c-36e4d15276ce,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,32829.1731562369
217,1,45A08,0,0,18,0,Troncal Central,La Cemento - Rionegro,6,8,3,1,45,IGAC (Contrato 2932/2008),9a25fe0b-d7d6-49c9-9f77-9368c44bd318,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,17993.9415185016
218,1,45A08,18,0,93,654,Troncal Central,Río Negro - San Alberto,1,3,3,2,45,IGAC (Contrato 2932/2008),cd7a10fe-17cb-4f24-9ab9-564a7618a0cd,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,75678.2168156359
219,1,9007A,7,75,7,350,Alternas a la Transversal del Caribe,Terminal Marítimo,2,,3,1,90,IGAC (Contrato 2932/2008),c5f42050-1c17-431b-86a5-cafc1f14cb16,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,247.27975310105
220,4,7403,43,0,49,77,Transversal Puerto rey - Tibú,San Marcos - Guayepo,1,2,3,1,74,IGAC (Contrato 2932/2008),8bae021f-02ed-4494-ae6d-0e1b1440fdea,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,6610.80194808415
221,1,7403,0,0,43,0,Transversal Puerto rey - Tibú,El Viajano - San Marcos,1,2,3,2,74,IGAC (Contrato 2932/2008),e814af14-a6c6-4e08-b355-a119433588e4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,43260.7760124357
222,4,7404,0,0,83,0,Transversal Puerto rey - Tibú,Guayepo - Achí,1,2,3,1,74,IGAC (Contrato 2932/2008),d1858cd8-59e4-4120-8ce1-5a37a1052378,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,83559.7914833218
223,2,7801,0,0,52,0,Conexión Transversal del Caribe - Troncal de Occidente,Lorica - Chinú,1,1,3,2,78,IGAC (Contrato 2932/2008),ec66e9f0-1956-458b-89b5-47a959508669,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,51237.805979456
224,1,8001,0,0,39,1825,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Carmen de Bolívar - Plato,2,,3,2,80,IGAC (Contrato 2932/2008),b3aae631-428b-42df-acf1-7556d2122cda,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,40860.058858061
225,1,8002,0,0,87,820,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Plato – Pueblo Nuevo,2,,3,1,80,IGAC (Contrato 2932/2008),ae241453-d9f2-426e-ac36-210d18590696,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,100895.786818548
226,1,8003,0,0,116,120,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Pueblo Nuevo – Bosconia – Valledupar,2,,3,1,80,IGAC (Contrato 2932/2008),9e1fe711-9d7e-4bfd-9911-814682124f6a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,138865.755001312
227,1,9007A,0,0,7,75,Alternas a la Transversal del Caribe,Mamatoco - Terminal Marítimo,1,1,3,2,90,IGAC (Contrato 2932/2008),df312369-b6a8-4b4d-a488-e35a633127b1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,7084.90360771302
228,1,6206,114,49,114,200,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45 (Intersección),1,3,3,2,62,Google Maps,374949a4-0e73-49db-a095-5627c51b44b5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,1310.68079006367
229,Por Definir,6206,98,140,114,49,Transversal Tribuga - Arauca,Puerto Olaya - Cruce Ruta 45,2,,3,3,62,IGAC (Contrato 2932/2008),24f90610-5686-4569-ba86-d62ec423a172,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,15355.5381825544
230,1,9007A-1,0,0,18,0,Alternas a la Transversal del Caribe,Cruce Alcatraces - Mamatoco,3,,3,1,90,Google Maps,52291628-5eb3-44fe-81b1-51bf7cf3e01f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,18503.7279722035
231,1,4901,0,0,140,0,Troncal del Carbon,San Roque - La Paz,1,2,3,2,49,IGAC (Contrato 2130/2014),fc6b8925-7381-4325-948a-3309717f4b24,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,9,No Revisado,145732.246304943
232,1,45AST08,10,100,21,700,Troncal Central,Palenque - La Cemento,6,8,3,2,45,IGAC (Contrato 2932/2008),f9a8d915-23eb-4e8e-848a-887bc211a041,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,14959.3219466445
233,1,2701,0,0,102,0,Paralela del Rio Magdalena,Plato -  Salamina,1,1,3,1,27,IGAC (Contrato 2130/2014),cc6096f9-f425-436e-8c72-8a02da3f98ab,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,15,No Revisado,104411.115203385
234,1,6601,0,0,30,0,Transversal Tribuga - Arauca,Barrancabermeja - Cruce Ruta 45 (La Lizama),2,,3,2,66,IGAC (Contrato 2932/2008),b8b7bb4c-4ecc-4bd5-b00a-6bd1cff6e6a2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,31963.5583039294
235,2,6007,32,0,90,150,Transversal Puerto Boyaca - Monterrey,Río Minero - Chiquinquirá,1,2,3,1,60,IGAC (Contrato 2932/2008),cd212383-f964-4ed5-92a0-e0047a333ee4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,57632.7237941415
236,1,6207,0,0,61,1247,Transversal del Carare,Cruce Puerto Araujo - Landázuri,1,3,3,1,62,Google Maps,6f1cb0e3-6685-44c0-bdc6-a63c83657fd7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,63428.8147858237
237,1,6603,70,0,123,909,Transversal Tribuga - Arauca,Cuestaboba - Pamplona,2,,3,2,66,Google Maps (DC Criterio Técnico),9e45f605-d62b-43a4-8067-e6751afae4f5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,18,No Revisado,54308.0167438312
238,1,6603,3,400,70,0,Transversal Tribuga - Arauca,Bucaramanga - Cuestaboba,2,,3,2,66,IGAC (Contrato 2130/2014),fa5b0ad1-68ad-44b3-860d-f4a06417eda8,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,70062.4324286737
